"","day","year","mo","da","collision_date","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","fog","NUM_COLLISIONS","temp_mean"
"226",4,2019,1,31,2019-01-31,15.7,1.9,1022.5,9.5,16.4,28.9,41,42.1,8.1,0,0,601,25.1
"227",3,2015,1,28,2015-01-28,21.6,14.7,1009.6,6.6,16.6,29.9,44.1,26.1,19,0.23,0,458,22.55
"228",2,2019,1,1,2019-01-01,47.4,41.6,1009.2,5.4,18.3,29.9,41,54,39.9,0.84,1,429,46.95
"229",4,2019,1,24,2019-01-24,46.5,44.7,1012.6,5.2,19.2,31.1,42,52,42.8,0,0,592,47.4
"230",2,2018,1,30,2018-01-30,31.9,30.5,1010.7,4.3,23.4,32.1,40,42.1,26.1,0.53,1,579,34.1
"231",6,2016,1,16,2016-01-16,45.7,42.5,999,7.3,15.7,32.1,42,51.1,39.9,1.3,0,563,45.5
"232",6,2016,1,23,2016-01-23,34.6,25.4,1014.3,6.1,17.5,32.1,52.1,37.9,21.9,0,1,402,29.9
"233",6,2017,1,7,2017-01-07,31.3,24.9,1022,5.7,13.4,32.1,41,35.1,28.9,0.11,1,896,32
"234",3,2016,1,13,2016-01-13,32.9,18.2,1005.8,9.6,18,32.1,42,43,19.9,0.13,0,605,31.45
"235",6,2018,1,13,2018-01-13,45.4,43.2,1007.7,3,19.2,33,45.1,52,33.1,0.41,1,603,42.55
"236",7,2016,1,10,2016-01-10,51.3,49,1012,4.9,16.2,34,41,57.9,44.1,0,1,462,51
"237",7,2017,1,8,2017-01-08,24.1,15.9,1021.1,6.1,19.5,34,42.9,33.1,19,0.37,1,406,26.05
"238",5,2014,1,3,2014-01-03,24.2,20.2,1007,0.8,26.9,35.9,47,30.9,15.8,0.15,1,423,23.35
"239",3,2014,1,22,2014-01-22,25,20.3,1001.1,1.9,25.7,35.9,46,36,18,0.01,1,498,27
"240",7,2016,1,24,2016-01-24,34.5,27.9,1005.7,6.3,25.6,36.9,49,37.9,33.1,0.37,0,517,35.5
"241",5,2015,1,9,2015-01-09,35.2,22.5,1018.1,9.5,21,38.1,49,46,26.1,0,0,751,36.05
"242",4,2018,1,4,2018-01-04,37.1,35.9,1002.4,5.9,21,40,51.1,42.8,27,0.07,0,464,34.9
"243",7,2020,2,2,2020-02-02,38.5,33,1000.4,9.3,7.9,12,NA,42.1,35.6,0,1,389,38.85
"244",7,2020,2,23,2020-02-23,39.9,33.7,1021.4,9.8,9.1,12,NA,48,30,0,0,392,39
"245",3,2020,2,26,2020-02-26,44.5,42.8,1013.9,4.7,7,12,NA,48,42.1,0.08,1,449,45.05
"246",6,2020,2,1,2020-02-01,39.7,35.2,1015.9,9.9,7.2,12,NA,44.1,37,0.04,1,409,40.55
"247",7,2020,2,9,2020-02-09,33.1,21.6,1032.4,10,7.6,13,NA,39.9,23,0,0,371,31.45
"248",2,2020,2,4,2020-02-04,42.2,39.4,1010.2,9.2,7.6,14,NA,48,32,0,1,464,40
"249",1,2020,2,3,2020-02-03,38.8,32.1,1005.6,9.9,8.1,15,22,45,32,0,0,558,38.5
"250",7,2020,2,16,2020-02-16,37.9,29.8,1023.3,10,13.4,19,27,43,19,0,0,387,31
"251",6,2020,2,29,2020-02-29,34.1,16.6,1009.1,10,8.9,19,22.9,39.9,24.1,0,0,456,32
"252",2,2020,2,18,2020-02-18,37.2,30.1,1028.3,9.2,12.1,20,28.9,48,28,0,1,426,38
"253",1,2020,2,10,2020-02-10,43.5,37.7,1025.2,9.1,14.1,20,27,46.9,39,0.01,1,571,42.95
"254",6,2020,2,22,2020-02-22,34.9,20.3,1023.6,10,12.5,20,26,43,19.9,0,0,407,31.45
"255",5,2020,2,28,2020-02-28,36.4,17.4,1007.4,10,21.5,27,40,51.1,32,0.21,0,529,41.55
"256",4,2020,2,27,2020-02-27,44.6,39.4,1000.5,4.8,18.5,28,41,51.1,39,0.43,1,581,45.05
"257",5,2020,2,7,2020-02-07,46.3,43.6,989.1,5,16.4,39,51.1,55.9,37.9,0.88,1,604,46.9
"258",6,2014,2,1,2014-02-01,35.6,25.1,1024.8,10,4.8,8,NA,41,30.9,0,0,507,35.95
"259",3,2016,2,10,2016-02-10,33.5,28,1002.2,9.1,4.2,8.9,NA,37.9,28,0,0,537,32.95
"260",6,2019,2,23,2019-02-23,34.8,27.7,1030.2,10,4.9,8.9,NA,43,30,0,0,439,36.5
"261",2,2020,2,25,2020-02-25,44,41.8,1014.5,5.6,5.4,8.9,NA,50,28.9,0.05,1,526,39.45
"262",7,2014,2,9,2014-02-09,30.3,18.2,1018.7,10,4.9,9.9,NA,37,21.9,0,0,450,29.45
"263",1,2019,2,4,2019-02-04,39.7,36.7,1019.4,7.5,7.3,9.9,NA,48.9,28,0,0,651,38.45
"264",2,2020,2,11,2020-02-11,44.1,42.8,1017.5,3.1,6,9.9,NA,48.9,41,0.31,1,458,44.95
"265",2,2019,2,5,2019-02-05,43,42.1,1014.2,3,4.8,9.9,NA,50,34,0,1,570,42
"266",7,2015,2,8,2015-02-08,34.5,29.9,1015.9,7.6,6,9.9,NA,37.9,21.9,0,0,394,29.9
"267",5,2013,2,15,2013-02-15,38.6,33.2,1017,9.8,6,11.1,NA,46.9,28,0,0,604,37.45
"268",6,2015,2,28,2015-02-28,22.2,9.9,1037.3,10,7.2,11.1,15,28,16,0,0,538,22
"269",1,2020,2,24,2020-02-24,41.1,36.7,1018.9,8.9,7.7,11.1,NA,50,28.9,0,1,493,39.45
"270",5,2018,2,9,2018-02-09,28.3,17.3,1032.6,10,6.2,11.1,19,42.1,19.9,0.08,0,583,31
"271",2,2018,2,6,2018-02-06,30,20.2,1026.9,10,4.8,11.1,NA,46.9,19.9,0.12,0,545,33.4
"272",2,2013,2,26,2013-02-26,35,26.7,1025.2,10,5,11.1,15.9,45,27,0.02,0,537,36
"273",7,2016,2,7,2016-02-07,38.7,30.1,1022.3,10,6.7,12,NA,44.1,28,0,0,423,36.05
"274",3,2015,2,4,2015-02-04,28.1,18.4,1024.9,10,7.6,12,NA,39.9,14,0,0,585,26.95
"275",2,2017,2,21,2017-02-21,37.1,26.6,1026.3,10,6.9,12,NA,46,30,0,0,483,38
"276",3,2017,2,22,2017-02-22,40.6,35.2,1018,9.7,7.8,12,NA,46.9,32,0,0,477,39.45
"277",6,2014,2,8,2014-02-08,28.2,14.2,1023.9,10,8.6,12,19,32,21.9,0,0,424,26.95
"278",7,2014,2,23,2014-02-23,42,36.9,1015.4,9.5,9.1,13,NA,46.9,34,0,0,414,40.45
"279",2,2017,2,28,2017-02-28,44.2,39.9,1029.7,9,7.9,13,NA,48.9,30,0,0,591,39.45
"280",3,2013,2,6,2013-02-06,34.8,30.4,1014.9,9,6.1,13,17.1,39.2,32,0.02,0,566,35.6
"281",3,2015,2,18,2015-02-18,30.6,24.5,1010.4,10,8.8,13,NA,36,16,0,0,626,26
"282",5,2014,2,7,2014-02-07,28.1,15.7,1023.2,10,9,14,19,32,24.1,0,0,675,28.05
"283",1,2019,2,11,2019-02-11,30.7,14.4,1026.6,10,8.1,14,18.1,34,24.1,0,0,568,29.05
"284",5,2017,2,3,2017-02-03,30.9,14,1020.2,10,9,14,19,44.1,26.1,0,0,609,35.1
"285",2,2014,2,4,2014-02-04,32.5,26.2,1027.2,10,7.8,14,NA,41,27,0.61,0,613,34
"286",1,2018,2,19,2018-02-19,38.1,35.4,1033.5,9.6,8.3,14,NA,46.9,26.1,0.01,0,435,36.5
"287",5,2019,2,22,2019-02-22,38.3,26.1,1022.3,10,8.7,14,NA,46,30.9,0.2,0,546,38.45
"288",2,2016,2,2,2016-02-02,43.2,32.2,1021.5,10,6.5,14,NA,52,34,0.07,0,711,43
"289",4,2015,2,12,2015-02-12,31,23.6,1009.5,8.9,9.5,14,NA,35.1,27,0,0,526,31.05
"290",4,2013,2,7,2013-02-07,29.4,13.4,1028.7,10,10.2,14,19,35.1,25,0,0,526,30.05
"291",2,2013,2,5,2013-02-05,28.7,16.6,1014.6,7.8,8.2,14,18.1,32,27,0,0,566,29.5
"292",7,2019,2,17,2019-02-17,30.9,20.8,1016.9,10,7.6,14,22,46,25,0.01,0,439,35.5
"293",7,2016,2,21,2016-02-21,46.8,38.5,1010.7,8.4,11.2,14,NA,54,39,0,0,481,46.5
"294",4,2013,2,28,2013-02-28,41.4,38.9,1002.1,7.2,7.8,14,NA,46.9,39,0.32,1,517,42.95
"295",4,2017,2,23,2017-02-23,44,41.7,1012.7,5.2,8.2,14,NA,48.9,37,0,1,581,42.95
"296",3,2019,2,6,2019-02-06,39.1,31.5,1020.4,9.9,9.7,14,15.9,50,33.1,0,0,615,41.55
"297",3,2019,2,20,2019-02-20,26.7,10.2,1034.1,10,7.7,14,18.1,30,19.9,0,0,615,24.95
"298",3,2018,2,14,2018-02-14,36.9,34,1030.5,8.5,8.7,14,NA,44.1,28,0,0,671,36.05
"299",6,2013,2,23,2013-02-23,36.3,29.8,1022.9,9.7,7,15,NA,41,30.9,0,0,521,35.95
"300",2,2014,2,11,2014-02-11,24,6.4,1023.8,10,9.2,15,18.1,32,19.9,0,0,636,25.95
"301",6,2018,2,10,2018-02-10,41.6,39,1028.8,9,11.3,15,NA,48,21.9,0,0,549,34.95
"302",4,2018,2,15,2018-02-15,40.8,40.8,1013.7,2.2,9.7,15,NA,44.1,30.9,0.35,1,645,37.5
"303",1,2018,2,26,2018-02-26,42.1,40.1,1016.7,6.5,10.7,15,NA,46.9,39,0.72,1,557,42.95
"304",5,2018,2,23,2018-02-23,37.5,32.5,1036.3,9.7,10.6,15,NA,48.9,34,0.03,0,548,41.45
"305",1,2014,2,3,2014-02-03,36.5,33.6,1018.2,5.3,9.1,15,18.1,45,32,0.06,1,960,38.5
"306",7,2014,2,2,2014-02-02,39.3,37.2,1016.5,5.5,8.7,15,20,45,30.9,0.1,1,417,37.95
"307",3,2013,2,13,2013-02-13,36.1,25.2,1010.6,10,7.7,15,NA,41,26.1,0,0,570,33.55
"308",6,2016,2,20,2016-02-20,42.8,36.4,1018.4,8.8,12.5,15.9,21,48.9,32,0.03,0,555,40.45
"309",2,2013,2,19,2013-02-19,36.7,25.4,1019,10,10.6,15.9,26,46,30,NA,0,477,38
"310",2,2018,2,27,2018-02-27,40.3,29.3,1024.2,10,8.9,15.9,NA,46.9,28,0,0,631,37.45
"311",2,2016,2,23,2016-02-23,36.5,26.3,1028.2,10,9.9,15.9,22.9,45,28.9,0.04,0,623,36.95
"312",6,2017,2,25,2017-02-25,49.8,46.6,1010.5,6.5,10.1,15.9,NA,57.9,44.1,0,1,573,51
"313",1,2016,2,1,2016-02-01,47.6,43.1,1009.6,6.9,11.8,15.9,22,52,43,0,0,716,47.5
"314",6,2015,2,21,2015-02-21,21.9,10.6,1031.6,10,8.5,15.9,NA,37,3.9,0,0,517,20.45
"315",4,2014,2,20,2014-02-20,39.6,32.2,1018.5,7.1,10.4,15.9,26,50,23,0.19,0,556,36.5
"316",4,2014,2,27,2014-02-27,24.7,11.2,1008.1,8.6,8.4,15.9,26,32,14,0,0,571,23
"317",3,2020,2,5,2020-02-05,41,35.8,1012.6,8,8.4,15.9,22.9,48,32,0.06,1,432,40
"318",5,2015,2,27,2015-02-27,24.2,12.2,1023.7,10,9.3,15.9,NA,30.9,19.9,0,0,703,25.4
"319",5,2019,2,8,2019-02-08,40.6,39.4,1012.4,3,9.8,15.9,22.9,45,36,0.02,1,661,40.5
"320",6,2015,2,7,2015-02-07,27.4,16,1019.2,9.5,10.3,15.9,NA,33.1,10.9,0,0,449,22
"321",4,2013,2,14,2013-02-14,36.6,29.3,1010.5,8.4,8.9,15.9,21,43,28,0.11,0,631,35.5
"322",5,2017,2,24,2017-02-24,47.5,44.3,1015,6.9,10,15.9,NA,54,39.9,0,1,657,46.95
"323",2,2015,2,17,2015-02-17,21.7,11.8,1014.9,6.5,7.7,15.9,22,28.9,17.1,0,0,620,23
"324",1,2016,2,22,2016-02-22,41.8,31.7,1017.1,10,9.2,15.9,22.9,54,32,0.07,0,615,43
"325",7,2019,2,10,2019-02-10,28.7,9.5,1034.3,10,11.7,15.9,22,34,24.1,0,0,445,29.05
"326",7,2013,2,3,2013-02-03,30.7,24.5,1012,8.2,9.8,17.1,22.9,36,25,0.01,0,445,30.5
"327",3,2016,2,24,2016-02-24,46.9,43.7,1020,6,12.7,17.1,22.9,53.6,41,0.03,0,660,47.3
"328",4,2014,2,6,2014-02-06,30.4,24.5,1018.1,8.6,11.5,17.1,24.1,37,24.1,0.56,0,569,30.55
"329",3,2020,2,19,2020-02-19,44,34,1018.1,7.7,12.1,17.1,25.1,48,28,0.03,1,477,38
"330",6,2013,2,16,2013-02-16,39.2,35.8,1012.3,9.2,8.6,17.1,21,44.1,34,0,1,449,39.05
"331",7,2017,2,5,2017-02-05,36.1,23.7,1018.7,9.5,11.5,17.1,22,44.1,24.1,0,0,429,34.1
"332",1,2013,2,25,2013-02-25,37.5,30.4,1015.7,8.3,13.4,17.1,24.1,43,33.8,0.75,0,490,38.4
"333",6,2017,2,18,2017-02-18,37,26.6,1008.7,9.8,10.4,17.1,NA,46.9,24.1,0,0,570,35.5
"334",3,2014,2,12,2014-02-12,23.7,10,1030.8,10,10.5,17.1,25.1,30,17.6,0,0,640,23.8
"335",7,2017,2,19,2017-02-19,47.8,36.9,1005.4,9.5,13.9,17.1,24.1,57,41,0,0,438,49
"336",3,2018,2,28,2018-02-28,42.6,38.2,1020.1,10,12.9,17.1,22,48,28,0,0,654,38
"337",3,2016,2,17,2016-02-17,41.5,35.8,1011.9,6.2,12,17.1,22,50,35.1,1.02,1,525,42.55
"338",3,2014,2,26,2014-02-26,25.8,12.6,1012.3,8.9,8,17.1,21,30.9,21,0,0,511,25.95
"339",4,2020,2,20,2020-02-20,31.4,11.5,1028,10,10.9,17.1,24.1,46.9,28,0,0,448,37.45
"340",1,2019,2,18,2019-02-18,32.8,30.3,1013.3,6.3,8,17.1,25.1,37.4,24.1,0.17,0,406,30.75
"341",4,2020,2,13,2020-02-13,41.3,38,1010.6,7,7.9,17.1,NA,45,37,0.45,1,503,41
"342",6,2020,2,15,2020-02-15,22.8,12.1,1033.9,10,9.3,17.1,21,39,19,0,0,440,29
"343",5,2018,2,16,2018-02-16,44.8,44.6,1003.8,2.9,8.8,18.1,26,52,37.9,0.14,1,582,44.95
"344",5,2020,2,21,2020-02-21,27.7,13.6,1028.7,9.9,11.6,18.1,25.1,33.1,21.9,0,1,502,27.5
"345",7,2018,2,11,2018-02-11,46.3,46.3,1017.9,1.2,9.7,18.1,26,52,36,0.61,1,479,44
"346",1,2015,2,23,2015-02-23,29.4,19.6,1020.2,6,8.9,18.1,25.1,41,21,0.25,1,574,31
"347",5,2019,2,1,2019-02-01,17.6,-1.7,1027.8,9.8,10.9,18.1,24.1,21.9,8.1,0,0,651,15
"348",2,2019,2,12,2019-02-12,29.4,19.8,1028.5,8.2,11.2,18.1,24.1,35.1,24.1,0,1,687,29.6
"349",4,2018,2,1,2018-02-01,38.3,34.7,1017.2,9.4,11.9,18.1,25.1,44.1,19.9,0,0,594,32
"350",2,2013,2,12,2013-02-12,41.4,36.6,1006.1,6.5,11.9,18.1,27,45,36,0.36,1,498,40.5
"351",3,2018,2,21,2018-02-21,45.9,45.9,1026.2,0.2,13.3,18.1,NA,48.9,44.1,0.02,1,601,46.5
"352",4,2019,2,28,2019-02-28,26,18.6,1020,7.4,8,18.1,22,30.9,17.1,0.04,0,699,24
"353",4,2018,2,22,2018-02-22,43.1,38.6,1033.5,8.3,13.8,18.1,22.9,48.9,35.1,0.03,1,550,42
"354",1,2014,2,24,2014-02-24,37.5,25.8,1008.3,9.7,10.3,18.1,28.9,46.9,30.9,0.09,0,569,38.9
"355",2,2018,2,20,2018-02-20,45.6,45.5,1027.6,2.9,12.4,18.1,24.1,48,44.1,0.06,1,535,46.05
"356",2,2018,2,13,2018-02-13,31.5,23,1039.1,10,9.7,18.1,22.9,34,28,0.14,0,613,31
"357",4,2016,2,18,2016-02-18,36,23.1,1023.3,10,12.5,18.1,25.1,44.1,32,0,0,592,38.05
"358",5,2016,2,19,2016-02-19,34.7,21.7,1031.3,10,10.7,18.1,24.1,39.9,32,0,0,532,35.95
"359",6,2017,2,11,2017-02-11,32,24.7,1017.1,8.4,10,18.1,22.9,41,16,0.01,0,511,28.5
"360",3,2020,2,12,2020-02-12,40.7,29.4,1015.6,9.9,11.4,18.1,28.9,48.9,37,0.73,0,438,42.95
"361",1,2014,2,17,2014-02-17,24.3,8.9,1019.8,9.3,13.1,19,28,32,19,0,0,491,25.5
"362",6,2013,2,2,2013-02-02,27.6,10.4,1020.9,10,12.5,19,26,35.1,21.9,0,0,534,28.5
"363",3,2017,2,15,2017-02-15,36.6,32.7,1002.8,7.5,8.7,19,25.1,44.1,21.9,0,0,603,33
"364",1,2017,2,20,2017-02-20,41.9,29.5,1016.8,10,11.7,19,25.1,59,36,0,0,428,47.5
"365",1,2017,2,6,2017-02-06,37.5,21,1014.7,10,14.4,19,28,44.1,30.9,0.02,0,567,37.5
"366",5,2014,2,21,2014-02-21,42.2,40,1017.2,3.9,10.4,19,26,50,35.1,0.26,1,545,42.55
"367",3,2018,2,7,2018-02-07,36.4,32.6,1030.4,8.4,9.5,19,33,48.9,19.9,0,1,653,34.4
"368",3,2017,2,8,2017-02-08,46.2,43.9,1004.2,2.8,10.1,19,26,50,42.1,0.13,1,673,46.05
"369",1,2014,2,10,2014-02-10,28.9,18.8,1015.7,9,9,19,26,37,23,0,0,678,30
"370",5,2017,2,17,2017-02-17,31.8,17.3,1004,10,14,19,27,39,26.1,0,0,680,32.55
"371",1,2017,2,27,2017-02-27,39.1,25.5,1026.8,10,13.2,19,28,48,30,0,0,540,39
"372",4,2017,2,2,2017-02-02,37.7,24.2,1016,10,9.9,20,27,45,30,0,0,586,37.5
"373",4,2017,2,16,2017-02-16,36.1,28.8,993.5,9.2,14.4,20,31.1,44.1,21.9,0.63,1,652,33
"374",1,2013,2,4,2013-02-04,29,16.9,1008.3,8.8,15.5,20,28,30.9,26.6,0,0,553,28.75
"375",6,2017,2,4,2017-02-04,28.4,10.8,1021.4,10,14.1,20,25.1,33.1,24.1,0,0,541,28.6
"376",3,2019,2,27,2019-02-27,21.6,-0.8,1027.6,10,10.9,20,32.1,33.1,17.1,0,0,529,25.1
"377",6,2019,2,16,2019-02-16,41.1,32.4,1007.1,7.9,10.6,20,26,48.9,30,0.05,0,535,39.45
"378",1,2015,2,9,2015-02-09,37.1,34.3,1014.1,6.3,14.9,20,28,37.9,30.9,0.04,0,547,34.4
"379",3,2015,2,25,2015-02-25,29.9,21.8,1009.4,7.9,12.4,20,27,33.8,23,0.02,0,628,28.4
"380",2,2015,2,24,2015-02-24,14.3,0.2,1024.1,10,11.9,20,26,33.1,8.1,0,0,580,20.6
"381",1,2018,2,5,2018-02-05,42.5,38.1,1008.3,5.1,14.1,20,29.9,46.9,33.1,1.28,1,706,40
"382",6,2015,2,14,2015-02-14,20.6,8.9,1016.8,8.6,8.4,21,NA,33.1,8.1,0,1,436,20.6
"383",3,2017,2,1,2017-02-01,38.7,31.3,1011.6,9.7,10.5,21,27,45,21.9,0,0,574,33.45
"384",7,2019,2,3,2019-02-03,35.4,28,1019.9,8.1,10.4,21,31.1,37,28.9,0,0,491,32.95
"385",4,2016,2,4,2016-02-04,51.6,49.4,1015.2,3.1,13,21,28,54,35.1,0.75,1,609,44.55
"386",7,2017,2,12,2017-02-12,35.6,32.1,1015.8,7.9,15.2,21,29.9,41,23,0.3,0,439,32
"387",3,2014,2,19,2014-02-19,35,29.4,1015.6,8.9,12.3,21,31.1,44.6,25,0.11,0,552,34.8
"388",6,2016,2,27,2016-02-27,30.7,11.4,1016.4,10,11.6,21,27,42.1,25,0,0,388,33.55
"389",3,2016,2,3,2016-02-03,42.6,37.8,1025.6,9.5,11.9,21,NA,51.1,30.9,0,0,579,41
"390",5,2013,2,22,2013-02-22,35.4,25.4,1022.3,9.8,14.2,21,28.9,39.9,30.9,0,1,531,35.4
"391",4,2013,2,21,2013-02-21,30.6,14.1,1009.7,10,17.3,21,29.9,36,28,0.03,0,498,32
"392",1,2013,2,11,2013-02-11,36.4,32,1022.1,7.6,9.8,21,28.9,48,24.1,0,0,475,36.05
"393",2,2016,2,9,2016-02-09,33.1,27.8,1003.6,8.1,11.5,21,28,42.1,30.9,0.06,0,571,36.5
"394",1,2016,2,29,2016-02-29,47.8,40.9,1006.4,7.2,17,21,27,54,39.9,0,0,616,46.95
"395",4,2019,2,7,2019-02-07,39.1,37.9,1019.5,4.5,11.8,21,26,43,33.1,0.33,0,588,38.05
"396",2,2014,2,25,2014-02-25,27,8.7,1014.2,10,15.5,21,31.1,42.1,21.9,0.04,0,513,32
"397",4,2016,2,11,2016-02-11,31.5,21.3,1005.7,9.5,11.2,21,31.1,37.9,23,0.01,0,622,30.45
"398",7,2018,2,18,2018-02-18,39.4,34.8,1021,8.3,12.4,21,29.9,45,33.1,0.55,0,472,39.05
"399",7,2016,2,28,2016-02-28,42.8,31.7,1013.4,10,16.6,21,27,48.9,25,0,0,509,36.95
"400",6,2018,2,24,2018-02-24,42.3,41.5,1020.5,5,11.4,21,27,48.9,35.1,0.09,1,540,42
"401",2,2017,2,7,2017-02-07,38.1,32.2,1017.1,8.4,9.2,22,29.9,46.9,25,0,0,626,35.95
"402",6,2018,2,17,2018-02-17,35.9,24.8,1023.7,10,13.1,22,28.9,52,30,0.1,0,604,41
"403",5,2018,2,2,2018-02-02,34.2,30.8,1011.1,6.4,11.9,22,28,44.1,23,0.07,0,617,33.55
"404",7,2015,2,22,2015-02-22,36,34,1021.6,2.6,7.7,22,28,41,33.1,0.82,1,519,37.05
"405",5,2014,2,28,2014-02-28,18.1,-2.6,NA,9.8,11.4,22,28.9,24.8,8.6,NA,0,655,16.7
"406",6,2014,2,22,2014-02-22,41.4,36.5,1015.1,7.1,11,22,28.9,51.8,33.8,0.44,1,587,42.8
"407",4,2018,2,8,2018-02-08,34.6,28.2,1020.8,8.4,14.5,22,34,48.9,21.9,0.62,0,616,35.4
"408",7,2018,2,4,2018-02-04,37.8,34.1,1026.4,9.1,13.4,22,28,46,30,0,0,541,38
"409",4,2019,2,14,2019-02-14,35.5,19.5,1012.2,10,15.9,22,33,46.9,32,0.03,0,664,39.45
"410",6,2019,2,9,2019-02-09,31.5,10.3,1024.7,10,16.4,22.9,33,45,25,0,0,540,35
"411",6,2018,2,3,2018-02-03,19.8,8.6,1026.5,10,16.5,22.9,28,43,12.9,0.08,0,478,27.95
"412",7,2018,2,25,2018-02-25,42.5,41.5,1021.5,6.4,12.3,22.9,31.1,48.9,39,0.21,1,448,43.95
"413",3,2014,2,5,2014-02-05,32.3,29.1,1018.9,6.3,9.2,22.9,31.1,37.4,24.1,0.1,0,468,30.75
"414",7,2017,2,26,2017-02-26,43,31.2,1008.4,7.3,14.3,22.9,29.9,57.9,37.9,0,1,462,47.9
"415",7,2013,2,24,2013-02-24,42.6,40.7,1004.7,4.3,17.1,24.1,38.1,46.9,37.9,1.07,0,426,42.4
"416",5,2016,2,12,2016-02-12,19.3,4.2,1019.2,10,14,24.1,35.9,36,15.1,0,0,628,25.55
"417",2,2019,2,19,2019-02-19,25.9,12.6,1028.5,10,15.1,24.1,29.9,37,19.9,0.11,0,527,28.45
"418",4,2019,2,21,2019-02-21,36.8,32.9,1016.1,6.4,13.3,24.1,33,46,23,0.24,1,597,34.5
"419",5,2015,2,20,2015-02-20,14.1,-0.8,1013.5,9.5,18.8,24.1,32.1,19,8.6,0.01,0,621,13.8
"420",5,2015,2,13,2015-02-13,21.8,11,1010.9,8.1,16.2,24.1,33,35.1,14,0.04,0,757,24.55
"421",6,2016,2,13,2016-02-13,23.5,11.8,1011.5,7.4,12.2,24.1,29.9,27,12.9,0,0,480,19.95
"422",6,2019,2,2,2019-02-02,23.5,10.5,1023.7,10,11.8,25.1,32.1,36,10.9,0,0,577,23.45
"423",7,2013,2,10,2013-02-10,24.7,14.7,1024.4,8.9,16.4,25.1,36.9,34,21,0.06,0,400,27.5
"424",5,2019,2,15,2019-02-15,39.8,36,1015,8.2,14.2,25.1,32.1,48.9,30,0,0,616,39.45
"425",4,2015,2,19,2015-02-19,27,19.7,1003.6,6.9,11,25.1,32.1,36,19.9,0,0,515,27.95
"426",5,2020,2,14,2020-02-14,33.8,24.6,1017.3,10,13.8,25.1,32.1,45,23,0.2,0,631,34
"427",4,2014,2,13,2014-02-13,37,32,1022.3,6.3,13.4,25.1,36.9,48.9,18,0,1,447,33.45
"428",4,2020,2,6,2020-02-06,41.6,37.8,1010.3,5.3,12.9,25.1,29.9,48.9,35.1,0.24,1,544,42
"429",7,2015,2,1,2015-02-01,24.8,10.2,1018.4,10,16.8,25.1,32.1,32,17.1,0,0,361,24.55
"430",4,2015,2,26,2015-02-26,28,19.6,1014.9,7.5,12,25.1,31.1,33.1,25,0,1,539,29.05
"431",2,2016,2,16,2016-02-16,44.5,41.7,1018.9,4.8,18.5,26,38.1,50,36,0.02,1,615,43
"432",1,2018,2,12,2018-02-12,45,44.2,1021.3,3.9,13.6,26,39,52,34,1.67,1,543,43
"433",5,2015,2,6,2015-02-06,16.8,5,1018.5,9.8,15.8,26,38.1,39.9,10.9,0.01,0,652,25.4
"434",2,2014,2,18,2014-02-18,28.2,18.5,1023.6,9,12.7,26,32.1,42.1,9,0,0,518,25.55
"435",2,2019,2,26,2019-02-26,29.2,6.8,1019.3,10,20.2,26,42,42.1,26.1,0,0,670,34.1
"436",2,2015,2,10,2015-02-10,36.4,32.9,1013.9,7.4,21.1,27,34,37.9,35.1,0.07,0,571,36.5
"437",1,2015,2,2,2015-02-02,33.1,27.4,1014.4,5.7,12.8,27,36.9,46,19.9,0,1,680,32.95
"438",3,2019,2,13,2019-02-13,41.1,37,1003.4,4.4,17.9,27,34,46.9,24.1,0.3,1,639,35.5
"439",5,2013,2,1,2013-02-01,33.1,15.5,1007,10,18.2,27,38.1,39.9,30,0.23,0,574,34.95
"440",3,2013,2,20,2013-02-20,38.7,28.9,1004.5,8.5,16.9,27,35.9,46.9,30.9,0.65,0,510,38.9
"441",6,2014,2,15,2014-02-15,35.2,28.8,1006.5,7.3,11.8,27,35.9,39,28,0.02,0,516,33.5
"442",1,2013,2,18,2013-02-18,24.6,7.6,1010.5,9.3,22,28,36.9,32,19,0,0,398,25.5
"443",7,2019,2,24,2019-02-24,40.5,37.9,1018.9,5.7,14.1,28,34,46.9,30,0.01,1,401,38.45
"444",6,2016,2,6,2016-02-06,32.3,23.3,1026.1,9.9,12.1,28,35,45,28,1.05,0,553,36.5
"445",2,2017,2,14,2017-02-14,30.1,19.1,1009.9,10,15.1,28,40,33.1,26.6,0,0,688,29.85
"446",4,2015,2,5,2015-02-05,34.1,28.9,1012.6,7.2,12.9,28.9,40,39.9,15.1,0,1,569,27.5
"447",4,2016,2,25,2016-02-25,51,47.1,995.4,4.2,20.9,29.9,38.1,57.2,45,0.18,1,663,51.1
"448",5,2016,2,26,2016-02-26,40.2,23.9,1001.8,9.5,20.8,29.9,36.9,57,35.1,0.04,0,476,46.05
"449",3,2013,2,27,2013-02-27,44.1,41,1014.7,5.9,18,29.9,40,46.9,39,0.24,1,550,42.95
"450",1,2015,2,16,2015-02-16,10.7,-4.6,1010.9,8.6,22.7,29.9,42.9,32,1.9,0,0,402,16.95
"451",3,2015,2,11,2015-02-11,32.6,23.3,1014,9.9,23.9,29.9,40,37,30.9,0.01,0,610,33.95
"452",1,2017,2,13,2017-02-13,35.9,30.3,996.6,6.5,19.7,31.1,42.9,44.6,28.9,0.13,1,642,36.75
"453",5,2016,2,5,2016-02-05,40.8,38.4,1012.4,3.5,17.9,31.1,44.1,54,32,1.44,1,607,43
