"","day","year","mo","da","collision_date","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","fog","NUM_COLLISIONS","temp_mean"
"1396",7,2016,7,31,2016-07-31,67.5,64.8,1018.4,6.7,6.8,11.1,NA,72,64.4,0,1,529,68.2
"1397",2,2014,7,22,2014-07-22,67.1,63.5,1020.4,5.9,5.4,11.1,NA,73,60.1,0.02,1,587,66.55
"1398",2,2013,7,30,2013-07-30,71.2,64.3,1018,7.8,7.8,11.1,NA,77,66.2,0.01,1,584,71.6
"1399",5,2017,7,28,2017-07-28,69.2,66.9,1011.3,10,8.5,11.1,NA,77,55.9,0.02,0,685,66.45
"1400",3,2014,7,30,2014-07-30,67.3,60.6,1015.5,9.3,5.5,11.1,NA,75,59,0,0,605,67
"1401",4,2018,7,12,2018-07-12,68.2,59.5,1019.9,10,6.8,11.1,NA,77,60.1,0,0,642,68.55
"1402",4,2018,7,5,2018-07-05,71.7,71,1025.4,1.6,6.2,11.1,NA,81,66.9,0,1,720,73.95
"1403",7,2016,7,17,2016-07-17,70.6,68.7,1019.1,4.1,6.6,11.1,NA,84.9,66.9,0,1,574,75.9
"1404",2,2019,7,9,2019-07-09,69,61.7,1015.8,9.7,6.5,11.1,NA,80.1,54,0,0,661,67.05
"1405",3,2017,7,5,2017-07-05,67.9,58.5,1021.9,9.9,6.5,11.1,NA,81,57.9,0,0,706,69.45
"1406",1,2017,7,17,2017-07-17,67.3,66.8,1018.5,3.9,5.7,11.1,NA,78.1,62.1,0,1,639,70.1
"1407",2,2015,7,28,2015-07-28,72.4,68.7,1016.2,9,7.2,11.1,NA,80.1,68,0,1,643,74.05
"1408",4,2014,7,31,2014-07-31,67.7,62.9,1019.8,9.6,6.3,11.1,NA,75,59,0.01,0,626,67
"1409",4,2019,7,11,2019-07-11,66.8,65.7,1015.9,2.2,5.8,11.1,NA,84.9,64,0,1,658,74.45
"1410",6,2017,7,15,2017-07-15,64.3,62.7,1013.9,8.4,5.6,11.1,NA,72,60.1,0.11,0,649,66.05
"1411",3,2017,7,12,2017-07-12,70.8,70.2,1015.2,1.8,7.3,11.1,NA,77,64.9,0,1,677,70.95
"1412",6,2015,7,4,2015-07-04,62.9,55.4,1015.2,8,6.2,11.1,NA,77,55.9,0,0,389,66.45
"1413",3,2012,7,4,2012-07-04,81.8,65.6,1009.1,9.2,3.6,11.1,NA,91,68,0.06,0,432,79.5
"1414",2,2015,7,7,2015-07-07,68.1,64.3,1019.7,7.4,8.2,11.1,NA,78.1,62.1,0,0,646,70.1
"1415",7,2016,7,10,2016-07-10,63,60.1,1010.6,6.8,7.7,11.1,NA,70,59,0.1,1,508,64.5
"1416",3,2015,7,15,2015-07-15,72.3,68.8,1004.1,6.8,4.5,11.1,NA,82,62.1,0.01,1,611,72.05
"1417",7,2012,7,29,2012-07-29,71.7,66.1,1015.1,9.4,3.2,12,15.9,79,66.9,0.18,0,376,72.95
"1418",2,2018,7,24,2018-07-24,69.2,68.1,1025.8,5.7,9.8,12,NA,75,66,0,1,654,70.5
"1419",4,2016,7,21,2016-07-21,70.4,63.4,1020.2,10,7.4,12,NA,80.1,60.1,0,0,731,70.1
"1420",6,2017,7,22,2017-07-22,74,67.2,1010.5,8.8,7.1,12,NA,84.9,68,0,0,648,76.45
"1421",5,2015,7,31,2015-07-31,76.7,68.5,1009.5,8.5,8.5,12,17.1,87.1,71.1,0,0,753,79.1
"1422",4,2015,7,2,2015-07-02,68.7,62.5,1011.7,7.1,7,12,NA,77,61,0,0,603,69
"1423",3,2015,7,29,2015-07-29,76,69.9,1014.2,5.4,6.8,12,NA,86,68,0,1,629,77
"1424",1,2019,7,22,2019-07-22,76.5,70.8,1009.8,9.5,7,12,NA,87.1,69.1,0,0,640,78.1
"1425",4,2017,7,20,2017-07-20,74.7,70.6,1013.9,5.3,7.7,12,NA,84.9,66.9,0,1,774,75.9
"1426",7,2013,7,21,2013-07-21,72.8,69.1,1012.6,6.6,5.3,12,NA,77,66.9,0.04,0,447,71.95
"1427",7,2018,7,1,2018-07-01,70.8,66.4,1016.2,8.8,5.9,12,NA,86,62.1,0,0,563,74.05
"1428",2,2019,7,30,2019-07-30,73,71.1,1016.3,6.6,7.8,12,NA,80.1,69.1,0,1,638,74.6
"1429",3,2017,7,19,2017-07-19,71.6,70.3,1016.5,4.2,7.6,12,NA,79,66,0,1,747,72.5
"1430",6,2012,7,21,2012-07-21,68.1,58.5,1018.3,9.8,4.1,12,NA,77,57.9,0.43,0,528,67.45
"1431",3,2013,7,10,2013-07-10,71.1,69.7,1015.5,1.9,7.1,12,NA,77,69.1,0,1,614,73.05
"1432",4,2017,7,27,2017-07-27,61.8,59.2,1017.7,10,7.3,12,NA,72,55,0,0,610,63.5
"1433",7,2015,7,19,2015-07-19,71.4,67.9,1011.9,6.9,9,12,NA,77,64,0,1,545,70.5
"1434",1,2018,7,9,2018-07-09,60.9,53.6,1023.2,10,6.7,12,NA,73.9,50,0,0,672,61.95
"1435",5,2015,7,24,2015-07-24,71.7,60.3,1012.2,10,7.5,12,NA,80.1,62.1,0,0,490,71.1
"1436",3,2019,7,31,2019-07-31,72.9,70.9,1017.2,5.6,7,12,NA,79,68,0,1,604,73.5
"1437",2,2012,7,3,2012-07-03,79.8,56.7,1012.8,10,2.9,12,NA,88,63,0,0,664,75.5
"1438",7,2013,7,28,2013-07-28,69.8,68,1015.8,5.7,6.5,12,22.9,75.2,66.2,0.12,1,485,70.7
"1439",4,2019,7,25,2019-07-25,69.5,61.4,1017.7,10,5.8,12,NA,78.1,61,0,0,605,69.55
"1440",6,2019,7,20,2019-07-20,76.2,72.3,1009.2,6.1,9.1,12,NA,87.1,64.9,0,1,586,76
"1441",6,2019,7,6,2019-07-06,68.9,67.6,1013.9,1.5,7.5,12,NA,73.9,59,0,1,471,66.45
"1442",4,2014,7,3,2014-07-03,69.1,67.3,1015.3,1.8,8.5,12,NA,75.9,66,0,1,740,70.95
"1443",7,2017,7,16,2017-07-16,69.3,67.7,1013.7,5.8,7.1,12,NA,78.1,60.1,0,1,515,69.1
"1444",2,2017,7,11,2017-07-11,68.8,68.4,1016.1,2.7,8.6,13,NA,75,62.1,0,1,638,68.55
"1445",7,2019,7,21,2019-07-21,76.7,72.4,1007.5,6.7,10.7,13,NA,87.1,70,0,0,477,78.55
"1446",7,2014,7,20,2014-07-20,65.2,57.9,1021.3,9.1,10,13,18.1,73.9,55.9,0,0,451,64.9
"1447",6,2015,7,18,2015-07-18,67.8,60.5,1017,10,9.7,13,NA,73.9,55,0,0,561,64.45
"1448",5,2012,7,20,2012-07-20,67.2,62.8,1014.9,7.4,6.5,13,21,73.9,61,0.17,0,604,67.45
"1449",1,2015,7,20,2015-07-20,73.4,69.9,1005.9,4.1,9.3,13,NA,81,69.1,0,1,727,75.05
"1450",5,2017,7,21,2017-07-21,75.6,69.6,1010.4,5.7,7.8,13,NA,84.9,69.1,0,1,733,77
"1451",3,2017,7,26,2017-07-26,63.6,58,1022.4,10,7.4,13,NA,72,55,0,0,635,63.5
"1452",1,2012,7,23,2012-07-23,76,67.2,1016.9,8.9,3,13,NA,86,64,0,0,505,75
"1453",5,2017,7,14,2017-07-14,63.7,61.5,1018.4,9,8.9,13,19,80.1,62.1,0,0,707,71.1
"1454",2,2013,7,9,2013-07-09,72.7,69.3,1018,5.7,7,13,NA,80.1,69.1,0,1,583,74.6
"1455",3,2016,7,20,2016-07-20,68.3,55.6,1020.9,10,6.9,13,NA,81,60.1,0,0,698,70.55
"1456",4,2013,7,11,2013-07-11,71.8,69.7,1011.6,4.9,9.5,13,19,75.9,69.1,0.01,0,550,72.5
"1457",3,2016,7,6,2016-07-06,71.8,65.3,1009.9,8.6,6.5,13,NA,81,64,1.5,1,680,72.5
"1458",1,2019,7,29,2019-07-29,72.8,69.7,1015.9,8.9,9.3,13,NA,80.1,59,0,0,649,69.55
"1459",4,2012,7,26,2012-07-26,78,62.4,1007,8.9,4.3,13,29.9,87.1,66.9,0,1,604,77
"1460",7,2012,7,15,2012-07-15,79.7,68.6,1018.3,9.1,2.8,13,NA,87.1,70,0,0,494,78.55
"1461",6,2012,7,14,2012-07-14,78.5,62.7,1021.6,10,3.5,13,19,82,68,0,1,536,75
"1462",5,2018,7,27,2018-07-27,70.6,70.1,1015.8,2.1,7.8,13,NA,75.9,68,0,1,753,71.95
"1463",2,2013,7,2,2013-07-02,67.7,65.5,1022.2,4,9.5,13,18.1,73,64.9,0.04,1,601,68.95
"1464",6,2016,7,9,2016-07-09,61.7,58.6,1011.6,6.5,10.8,13,NA,70,59,0.62,0,498,64.5
"1465",3,2012,7,18,2012-07-18,85.3,69.1,1008.9,7.2,3.7,13,20,100,73,0,1,559,86.5
"1466",1,2017,7,10,2017-07-10,68.3,66.1,1018.2,9.6,9,13,NA,77,62.1,0,0,667,69.55
"1467",2,2014,7,1,2014-07-01,68.6,65.1,1014.4,9.8,9.1,13,18.1,73.9,54,0.01,0,616,63.95
"1468",3,2013,7,24,2013-07-24,74.9,71.6,1006.7,5.7,8.4,13,20,82,70,0.6,1,571,76
"1469",2,2016,7,12,2016-07-12,66.7,61.2,1019.1,10,7.3,13,NA,78.1,55,0,0,662,66.55
"1470",2,2012,7,31,2012-07-31,73.4,64.3,1016.7,10,3.8,14,NA,80.1,60.1,0,0,540,70.1
"1471",5,2016,7,15,2016-07-15,70.7,67.9,1011.3,5.2,9.6,14,21,75,66,0,1,798,70.5
"1472",1,2013,7,1,2013-07-01,66.7,65.3,1017,4.1,10.4,14,20,72,64,0.04,0,633,68
"1473",4,2014,7,24,2014-07-24,69.6,66.7,1009.5,6.4,8.5,14,28,75.9,64.4,0.04,1,539,70.15
"1474",4,2013,7,18,2013-07-18,75.6,69.6,1016.6,8.1,6.8,14,NA,88,68,0,0,636,78
"1475",7,2013,7,14,2013-07-14,72.9,70.5,1025.1,4.5,5.3,14,NA,79,66,0.01,1,471,72.5
"1476",1,2017,7,3,2017-07-03,70.9,66.1,1013.9,8.2,9.5,14,NA,82,64.9,0,1,617,73.45
"1477",6,2019,7,13,2019-07-13,71.9,67.1,1010.7,8.1,7.5,14,NA,80.1,66,0.28,1,558,73.05
"1478",5,2016,7,29,2016-07-29,70.8,68.3,1011.1,6,5.8,14,NA,78.1,66.9,0,1,774,72.5
"1479",1,2012,7,16,2012-07-16,79,67.9,1011.5,9.2,4,14,22,91,70,0.26,0,528,80.5
"1480",7,2013,7,7,2013-07-07,74.4,69.8,1016.3,9,9.1,14,19,82,69.1,0.01,0,475,75.55
"1481",7,2018,7,29,2018-07-29,72.9,69.1,1016.8,6.5,6.3,14,NA,80.1,66.9,0.06,1,463,73.5
"1482",7,2019,7,14,2019-07-14,71.8,68.1,1011.9,7.9,9.6,14,NA,79,66,0,1,497,72.5
"1483",2,2019,7,2,2019-07-02,67.9,63.1,1009,10,9.1,14,NA,75,62.1,0,0,591,68.55
"1484",4,2015,7,30,2015-07-30,74.2,70.7,1012.2,6.2,9.7,14,NA,86,69.1,0,0,717,77.55
"1485",2,2013,7,16,2013-07-16,77.4,68.4,1019.6,8.3,7.3,14,NA,87.1,69.1,0,0,582,78.1
"1486",1,2015,7,6,2015-07-06,69.2,64.4,1021.3,8.8,8.2,14,NA,78.1,55,0,0,598,66.55
"1487",6,2012,7,7,2012-07-07,84.9,65.9,1010.1,9.5,3.1,14,17.1,95,70,0,0,490,82.5
"1488",7,2014,7,27,2014-07-27,68.6,65.2,1011.4,9.9,7.6,14,NA,73.9,62.1,0.01,0,476,68
"1489",7,2016,7,3,2016-07-03,67.2,58,1017.1,10,9.6,14,NA,75.9,55.9,0,0,448,65.9
"1490",5,2012,7,27,2012-07-27,76.6,69.3,1007,9.1,4.4,14,NA,87.1,70,0.6,0,637,78.55
"1491",2,2013,7,23,2013-07-23,72.1,70,1007.1,3.7,8.1,14,19,78.8,66.2,0,1,571,72.5
"1492",7,2015,7,12,2015-07-12,71.5,64.6,1016.1,9.7,9.3,14,NA,81,64.9,0,0,521,72.95
"1493",4,2015,7,23,2015-07-23,71.9,60.8,1010.4,10,8.3,14,NA,80.1,63,0,0,623,71.55
"1494",3,2016,7,13,2016-07-13,67.2,63.3,1019.3,10,9.2,14,NA,78.1,57.9,0,0,607,68
"1495",2,2018,7,10,2018-07-10,67.2,64.7,1014.8,9.9,10.4,14,NA,73,50,0,0,727,61.5
"1496",6,2015,7,11,2015-07-11,71.8,62.1,1015.9,10,8.4,14,NA,81,60.1,0,0,597,70.55
"1497",7,2014,7,13,2014-07-13,68.7,63.6,1020,9.8,9.7,14,NA,73,57.9,0.01,0,439,65.45
"1498",3,2014,7,2,2014-07-02,69,66,1014.4,7.2,10.2,14,20,75,64.9,0,1,658,69.95
"1499",1,2016,7,25,2016-07-25,71.5,68.8,1014,9.9,8.7,14,NA,80.1,64.9,0,0,698,72.5
"1500",3,2014,7,23,2014-07-23,69.2,65.9,1015,9.9,9.9,14,20,73.9,60.1,0.01,0,591,67
"1501",1,2019,7,15,2019-07-15,73.1,63,1015,10,9.1,14,NA,79,66.9,0,0,637,72.95
"1502",2,2016,7,19,2016-07-19,73.8,65.7,1015.8,8.3,10.1,15,25.1,81,66.9,0,0,699,73.95
"1503",3,2015,7,1,2015-07-01,65.5,62.2,1011.8,6.5,10.4,15,28.9,72,61,0,1,683,66.5
"1504",2,2016,7,5,2016-07-05,67.1,65.3,1009.7,6.2,9.2,15,NA,75.9,64,0.62,1,663,69.95
"1505",1,2012,7,2,2012-07-02,80.3,54.1,1011.6,10,3.8,15,NA,88,66.9,0,0,564,77.45
"1506",7,2017,7,2,2017-07-02,68.7,67.4,1013.7,4.2,11.4,15,20,73.9,64.4,0.03,1,537,69.15
"1507",1,2016,7,4,2016-07-04,68.4,62.6,1017.2,9.9,11.7,15,NA,75.9,55.9,0,0,488,65.9
"1508",3,2013,7,3,2013-07-03,68.7,67.2,1024.1,2.5,9.5,15,NA,72,64.4,0.03,1,635,68.2
"1509",6,2013,7,27,2013-07-27,69.1,66.1,1018,9.6,8.8,15,18.1,73.9,64.9,0.26,0,516,69.4
"1510",2,2014,7,8,2014-07-08,69.5,66.2,1010.5,6.2,11.8,15,20,73.9,64.9,0.01,1,594,69.4
"1511",7,2015,7,5,2015-07-05,65.8,59.5,1017.5,9.3,8.2,15,NA,73.9,55,0,0,467,64.45
"1512",6,2018,7,21,2018-07-21,59.8,NA,1021,6.8,6.7,15,17.1,73,52,0,1,622,62.5
"1513",5,2013,7,12,2013-07-12,69.4,67.8,1015.9,3.1,6.7,15,49.9,72,66,0.06,1,599,69
"1514",2,2012,7,24,2012-07-24,80.3,67.3,1005.4,8.1,6,15,18.1,90,70,0.15,0,574,80
"1515",3,2018,7,25,2018-07-25,69.8,68.7,1020,5,11,15,NA,75.9,66,0,1,657,70.95
"1516",3,2015,7,8,2015-07-08,70.6,67.8,1014.3,3.8,9.8,15,NA,75.9,62.1,0,1,620,69
"1517",7,2019,7,28,2019-07-28,66.9,62.9,1020.3,9.6,7.3,15,NA,75.9,55.9,0,0,527,65.9
"1518",3,2019,7,24,2019-07-24,66.1,62,1012.9,9.9,9.1,15,22,71.6,62.6,0,0,626,67.1
"1519",4,2013,7,4,2013-07-04,69.8,68,1023.5,1.8,11.9,15,21,75,68,0.02,1,438,71.5
"1520",7,2015,7,26,2015-07-26,65.8,61.6,1017.5,8.8,8.5,15,NA,77,60.1,0,1,551,68.55
"1521",4,2012,7,19,2012-07-19,73.3,67.2,1013.2,7.5,3.4,15,18.1,75.9,68,1.76,0,522,71.95
"1522",4,2012,7,5,2012-07-05,86.7,64.3,1007.4,9.4,3.8,15,NA,93.9,70,NA,0,591,81.95
"1523",5,2019,7,19,2019-07-19,69.2,67.7,1011.4,4.7,8.1,15,NA,77,64.9,NA,1,666,70.95
"1524",1,2014,7,14,2014-07-14,69.7,67,1014.5,7.4,12,15,21,73.9,64,0,0,567,68.95
"1525",4,2015,7,9,2015-07-09,69.1,61.2,1014.2,8.5,9.8,15.9,22,75.9,66,0,0,567,70.95
"1526",5,2015,7,10,2015-07-10,65.2,60.1,1011.8,8.7,7.9,15.9,20,75,60.1,0,0,709,67.55
"1527",7,2017,7,23,2017-07-23,68.4,63.5,1009.3,8.7,6,15.9,NA,82,64,0,0,554,73
"1528",6,2013,7,6,2013-07-06,73,69.2,1018.5,8.1,13.1,15.9,22.9,79,68,0.01,0,516,73.5
"1529",1,2016,7,18,2016-07-18,71.1,69,1018.1,4.1,10.1,15.9,24.1,75.9,66,0,1,725,70.95
"1530",3,2015,7,22,2015-07-22,73.7,65,1003.6,7.8,9.2,15.9,21,82,68,0,1,618,75
"1531",2,2014,7,29,2014-07-29,68.9,62.8,1007.7,9.6,10.5,15.9,NA,73.9,64.9,0.12,0,526,69.4
"1532",5,2013,7,19,2013-07-19,73.9,71.4,1013.4,2.8,9.6,15.9,22,80.1,69.1,0,1,697,74.6
"1533",3,2014,7,16,2014-07-16,70.4,68.5,1010.6,6,13.7,15.9,22.9,75,68,0,0,551,71.5
"1534",6,2013,7,20,2013-07-20,74.5,71.7,1008.8,3.3,11.8,15.9,20,80.1,71.1,0,0,551,75.6
"1535",1,2019,7,1,2019-07-01,66.9,59.9,1010,10,10.4,15.9,22,77,62.1,0.21,0,693,69.55
"1536",1,2014,7,7,2014-07-07,68.6,62.8,1012.8,9.4,13.9,15.9,22,73.9,63,0.04,0,614,68.45
"1537",2,2014,7,15,2014-07-15,71.4,69.1,1011.6,5.8,13.1,15.9,22,75.2,68,0,1,587,71.6
"1538",2,2016,7,26,2016-07-26,75.3,69.3,1009.6,9,12.1,15.9,22.9,82,68,0,0,688,75
"1539",2,2015,7,14,2015-07-14,67.4,63,1008.6,9.8,9.2,15.9,20,79,62.1,0,0,657,70.55
"1540",1,2014,7,21,2014-07-21,65.9,63.3,1020.4,6,12.8,15.9,21,70,62.6,0.4,0,557,66.3
"1541",6,2018,7,28,2018-07-28,69.7,69.7,1016.5,1.4,6.7,15.9,NA,75.9,66.9,0.41,1,637,71.4
"1542",5,2019,7,12,2019-07-12,70.8,68.3,1008.1,7.9,10.9,15.9,21,80.1,64,0.18,0,747,72.05
"1543",5,2013,7,5,2013-07-05,71.6,68.2,1021.6,6.8,12.4,17.1,22,77,68,0.03,1,576,72.5
"1544",2,2018,7,17,2018-07-17,70.5,69,1012.9,4.6,10.7,17.1,22,75.9,66,0,1,680,70.95
"1545",1,2018,7,23,2018-07-23,69.9,68.1,1024.3,7.3,12.6,17.1,22,73.9,63,0.04,0,614,68.45
"1546",3,2018,7,11,2018-07-11,68.3,65.1,1012.8,9.3,8.9,17.1,NA,73.9,63,0,0,627,68.45
"1547",6,2017,7,1,2017-07-01,67.7,66.3,1016.8,5.9,13,17.1,22,73,63,0,0,595,68
"1548",5,2016,7,1,2016-07-01,66.9,63.6,1017.1,7.8,8.7,17.1,NA,77,61,0,1,752,69
"1549",7,2017,7,9,2017-07-09,69.6,64.1,1012.4,9.3,10.1,17.1,22,77,64,0,0,512,70.5
"1550",5,2015,7,3,2015-07-03,68.3,58.3,1013.2,7.6,5.8,17.1,NA,77,61,0,1,549,69
"1551",1,2013,7,8,2013-07-08,72.6,68.9,1015.5,6.7,10.7,17.1,24.1,78.1,68,0,1,617,73.05
"1552",1,2014,7,28,2014-07-28,69.4,66.9,1003,4.8,10,17.1,26,73.9,64.9,0.01,1,595,69.4
"1553",3,2019,7,17,2019-07-17,70.9,69.4,1015,5.7,9.3,17.1,25.1,79,60.1,0,1,630,69.55
"1554",7,2014,7,6,2014-07-06,68.2,59.1,1016.4,10,14.1,18.1,26,77,62.1,0.11,0,451,69.55
"1555",2,2019,7,23,2019-07-23,70.4,67.8,1008.4,7.8,10.6,18.1,24.1,77,64.4,0,1,553,70.7
"1556",4,2014,7,10,2014-07-10,69.4,66.1,1017.9,5.4,6.1,18.1,25.1,78.1,64.4,0.01,1,584,71.25
"1557",5,2018,7,6,2018-07-06,70.6,69.3,1017.8,4.8,11.5,18.1,24.1,77,66.9,0,1,654,71.95
"1558",5,2016,7,22,2016-07-22,72.4,68.4,1014.3,9,13.5,18.1,24.1,80.1,61,0,0,769,70.55
"1559",4,2016,7,14,2016-07-14,69.1,65.9,1016,9.3,10.9,18.1,22,75,64,0,0,741,69.5
"1560",2,2017,7,25,2017-07-25,62.8,59.4,1015.6,9.5,13.8,18.1,24.1,70,57.9,0.25,0,595,63.95
"1561",6,2017,7,8,2017-07-08,67.3,66.8,1007,5.4,8.9,18.1,22.9,73,64,0.5,1,585,68.5
"1562",7,2018,7,22,2018-07-22,66.5,66.2,1019.1,3.2,12.8,18.1,20,72,52,0,1,540,62
"1563",1,2017,7,24,2017-07-24,63,58,1011.8,7.5,10.9,18.1,25.1,75,57.9,0,0,620,66.45
"1564",3,2018,7,18,2018-07-18,71.2,66.7,1010.1,7.9,9,18.1,22.9,77,66.9,0,0,688,71.95
"1565",4,2013,7,25,2013-07-25,67.7,62.8,1014.3,9.7,13.8,19,27,75,64,0.4,0,507,69.5
"1566",5,2017,7,7,2017-07-07,66,66,1012.4,5.2,8.7,19,27,69.8,64,0,1,674,66.9
"1567",3,2012,7,25,2012-07-25,76.5,53.5,1009.7,10,4.2,19,NA,84.9,66.9,0,0,612,75.9
"1568",6,2017,7,29,2017-07-29,65.1,65,1009.1,6.9,11.1,19,27,77,63,0.12,0,512,70
"1569",4,2018,7,26,2018-07-26,69.8,69.4,1014.3,4.7,13.9,19,24.1,75.9,66,0,0,606,70.95
"1570",3,2014,7,9,2014-07-09,69.4,66.7,1012.5,5.1,12.3,19,27,73.9,66,0.02,1,569,69.95
"1571",4,2017,7,13,2017-07-13,70.8,69.6,1015.5,4.4,8.2,19,NA,80.1,64,0,1,759,72.05
"1572",7,2016,7,24,2016-07-24,73.2,63.2,1012.8,10,8.7,21,25.1,82,64.9,0,0,566,73.45
"1573",7,2017,7,30,2017-07-30,67.1,57.7,1012.6,9.6,15,21,26,73.9,62.1,0.14,0,606,68
"1574",6,2018,7,7,2018-07-07,67.3,52.8,1023.6,9.9,12.8,21,28.9,75.9,60.1,0.01,0,526,68
"1575",5,2016,7,8,2016-07-08,65.7,64.2,1009.2,3.2,10,21,27,70,60.8,0.32,1,612,65.4
"1576",6,2016,7,23,2016-07-23,74.3,68.6,1008.6,7.3,12,21,29.9,82,68,1.03,0,650,75
"1577",6,2016,7,2,2016-07-02,69.4,62.8,1011.9,7.2,11.8,22,33,75.9,61,0.76,1,570,68.45
"1578",4,2015,7,16,2015-07-16,67.3,57.3,1013.9,9.2,16.6,22,28,82,60.1,0,0,686,71.05
"1579",7,2019,7,7,2019-07-07,69,62.9,1012.1,7.1,11.2,22,25.1,73.9,62.1,0.01,1,441,68
"1580",5,2013,7,26,2013-07-26,66.1,64.4,1012.2,6,15,22,28.9,69.8,64,2.43,0,617,66.9
"1581",5,2014,7,4,2014-07-04,69.9,68.2,1012.5,3.9,9.8,27,36.9,75.9,64.4,0,1,360,70.15
"1582",6,2014,7,5,2014-07-05,67,55.8,1012.9,8.4,21.2,42.9,52.1,77,62.1,1.88,0,505,69.55
"1583",1,2020,8,3,2020-08-03,76.1,72.5,1015.8,5.1,12.3,15,19,82,64.9,0,1,353,73.45
"1584",5,2012,8,24,2012-08-24,77.3,60.9,1020.7,9.3,2,7,NA,87.1,66,0,0,601,76.55
"1585",4,2012,8,9,2012-08-09,78.2,69.6,1013.6,9.3,2.3,7,15,88,61,0,0,581,74.5
"1586",5,2017,8,11,2017-08-11,67.6,65.8,1021.4,9.3,5.8,8,NA,77,60.1,0,1,655,68.55
"1587",7,2013,8,18,2013-08-18,64.8,58.4,1023.8,8.4,3.3,8,NA,75.9,55.9,0.01,1,442,65.9
"1588",1,2014,8,25,2014-08-25,63.3,56.5,1020.5,10,3.8,8,NA,72,54,0,0,549,63
"1589",6,2013,8,17,2013-08-17,67.3,59.8,1023.8,10,3.2,8,NA,75.9,55.9,0,0,504,65.9
"1590",1,2017,8,14,2017-08-14,67.7,65.2,1016.4,6.1,4.3,8,NA,80.1,61,0,1,602,70.55
"1591",3,2012,8,22,2012-08-22,73.8,60.3,1019.6,9.8,1.7,8,NA,80.1,61,0,0,504,70.55
"1592",3,2012,8,8,2012-08-08,77.8,67.1,1014.7,8.8,1.1,8,NA,86,64,0,0,528,75
"1593",7,2014,8,10,2014-08-10,69.1,61.4,1019.2,9.8,4.6,8,NA,81,57.9,0.01,0,512,69.45
"1594",2,2014,8,19,2014-08-19,63.9,56.9,1012.6,8.8,4.1,8,NA,73.9,54,0.01,1,516,63.95
"1595",4,2017,8,10,2017-08-10,67.8,66,1024.2,8.8,6,8.9,NA,75,59,0,1,650,67
"1596",2,2014,8,26,2014-08-26,63,56,1021.1,10,3.5,8.9,NA,72,53.1,0,0,608,62.55
"1597",4,2015,8,13,2015-08-13,71.1,65.8,1014.7,8.4,5.2,8.9,NA,79,63,0,1,714,71
"1598",6,2014,8,9,2014-08-09,70.4,61.3,1017.2,9.9,6.4,8.9,NA,78.1,60.1,0,0,538,69.1
"1599",2,2016,8,30,2016-08-30,67.7,59.2,1020,10,6.1,8.9,NA,82.9,59,0,0,622,70.95
"1600",6,2019,8,31,2019-08-31,70.3,60.1,1020.7,9.1,5.3,8.9,NA,79,57.9,0,1,502,68.45
"1601",3,2014,8,6,2014-08-06,70.1,65.7,1010.1,4.4,4.3,8.9,NA,78.1,66,0.01,1,562,72.05
"1602",5,2019,8,2,2019-08-02,71.6,64.1,1019.8,7.4,4.7,8.9,NA,82.9,60.1,0,1,610,71.5
"1603",1,2012,8,27,2012-08-27,71.9,66.3,1019.7,8.6,2.7,8.9,18.1,81,55.4,0.01,1,548,68.2
"1604",1,2014,8,11,2014-08-11,66.3,59.2,1021.1,7.8,3.6,8.9,NA,81,57,0.01,1,604,69
"1605",7,2012,8,26,2012-08-26,73.9,62.4,1025.2,10,4.6,8.9,15,82.9,60.8,0,0,471,71.85
"1606",6,2017,8,26,2017-08-26,64.1,56.8,1023,9.9,3.7,8.9,NA,73.9,54,0,0,570,63.95
"1607",3,2015,8,19,2015-08-19,73.9,70.1,1018.9,6.3,5.4,8.9,NA,81,69.1,0,1,594,75.05
"1608",2,2013,8,6,2013-08-06,66.2,54.5,1019.1,10,5.3,8.9,NA,73.9,55.9,0,0,543,64.9
"1609",6,2015,8,22,2015-08-22,73.9,71.1,1017.2,4.8,6,8.9,NA,82,70,0,1,581,76
"1610",4,2012,8,23,2012-08-23,74.7,61.7,1020.4,8.9,2,8.9,NA,84,62.6,0,0,574,73.3
"1611",5,2015,8,14,2015-08-14,70.4,63.5,1020.3,8.6,4.8,8.9,NA,81,62.1,0,0,729,71.55
"1612",4,2017,8,3,2017-08-03,67.5,66,1020.6,9.1,5.8,8.9,NA,75,61,0,1,713,68
"1613",2,2019,8,27,2019-08-27,60.4,54.5,1019.4,10,4.7,8.9,NA,70,50,0,0,529,60
"1614",5,2018,8,17,2018-08-17,74.9,72.1,1018,6.3,5.1,8.9,NA,87.1,66,0,1,703,76.55
"1615",4,2017,8,17,2017-08-17,68,60.8,1016.6,9.1,5.2,8.9,NA,79,62.1,0,0,639,70.55
"1616",1,2015,8,24,2015-08-24,71.7,69.2,1013.1,3.8,5.4,8.9,NA,81,68,0,1,575,74.5
"1617",2,2017,8,15,2017-08-15,67.8,66.8,1014.6,4.3,4,8.9,NA,79,61,0,1,577,70
"1618",5,2018,8,24,2018-08-24,67.1,61.5,1021.1,10,4.7,8.9,NA,75.9,55,0,0,681,65.45
"1619",2,2016,8,9,2016-08-09,71.5,64.7,1021.5,10,6.6,8.9,27,80.1,62.1,0,0,650,71.1
"1620",5,2014,8,1,2014-08-01,67.5,62.9,1023.5,9,5.3,8.9,NA,73.9,59,0.01,0,667,66.45
